code_flag,gw_part_no,serialn_no,op_id,trans_date,trans_time,mc_no,area,roll_length,no_208,item_208,date_208,roll_weight,roll_weight_old,roll_length_inch,roll_length_old,roll_length_inch_old,roll_weight_dif,roll_length_dif,roll_length_inch_dif,transaction,txt_trans_date,txt_trans_time,trans_ways,assy_lot,oper,cimes_hist_seq,cimes_ent_hist_seq,die_count,die_count_old,die_count_dif,cimes_transaction,
DN ,1091G08MA1               ,SR198071-0083  ,21532     ,20200331,145917,          ,TB        ,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
DN ,1091G08MA1               ,SR198071-0084  ,21532     ,20200331,145917,          ,TB        ,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
DN ,1091G08MA1               ,SR198071-0085  ,21532     ,20200331,145917,          ,TB        ,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
DN ,1091G08MA1               ,SR198071-0090  ,21532     ,20200331,145917,          ,TB        ,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
DN ,1091G08MA1               ,SR198071-0087  ,21532     ,20200331,145917,          ,TB        ,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
DN ,1091G08MA1               ,SR198071-0089  ,21532     ,20200331,145917,          ,TB        ,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
DN ,1091G08MA1               ,SR198071-0088  ,21532     ,20200331,145917,          ,TB        ,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
DN ,1091G08MA1               ,SR198071-0086  ,21532     ,20200331,145917,          ,TB        ,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
A  ,1091A08T41               ,S21Y1126-6856  ,S3987     ,20220113,101055,BBU91     ,TA        ,101.537,2021067306,2,20211217,0.000,0.000,333.042,101.537,333.042,0.000,0.000,0.000,STATUS    ,20220113,101055,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S21X0953-3704  ,S2507     ,20220114,90852,BBH96     ,TA        ,1418.465,2022000200,1,20220103,0.000,0.000,4652.566,1418.465,4652.566,0.000,0.000,0.000,STATUS    ,20220114,90852,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S21X0953-3762  ,26042     ,20220116,2507,BBH20     ,TA        ,225.154,2022000043,1,20220101,0.000,0.000,738.505,225.154,738.505,0.000,0.000,0.000,STATUS    ,20220116,2507,M,            ,0,0,0,0,0,0,          ,
A  ,1091A08T41               ,S21Y0834-6143  ,26042     ,20220116,44402,BBH52     ,TA        ,88.338,2021066251,1,20211211,0.000,0.000,289.748,88.338,289.748,0.000,0.000,0.000,STATUS    ,20220116,44402,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S21Y0162-4836  ,25772     ,20220131,223632,BBH99     ,TA        ,2002.841,2022002742,1,20220115,0.000,0.000,6569.318,2002.841,6569.318,0.000,0.000,0.000,STATUS    ,20220131,223632,M,            ,0,0,0,0,0,0,          ,
A  ,1091A08T41               ,S21Z0225-7429  ,23096     ,20220117,33159,BBU40     ,TA        ,1591.571,2022001635,2,20220111,0.000,0.000,5220.353,1591.571,5220.353,0.000,0.000,0.000,STATUS    ,20220117,33159,M,            ,0,0,0,0,0,0,          ,
A  ,1091A07T41               ,S21X0485-3159  ,15511     ,20220118,17,BB516     ,TA        ,2917.069,2021062051,3,20211119,0.000,0.000,9567.986,2917.069,9567.986,0.000,0.000,0.000,STATUS    ,20220118,17,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S21X1171-4336  ,19186     ,20220119,230240,BBH96     ,TA        ,2068.096,2022001188,1,20220108,0.000,0.000,6783.356,2068.096,6783.356,0.000,0.000,0.000,STATUS    ,20220119,230240,M,            ,0,0,0,0,0,0,          ,
A  ,1091A07T41               ,S21Y0515-5523  ,24246     ,20220120,222443,BB788     ,TA        ,193.012,2021067306,1,20211217,0.000,0.000,633.079,193.012,633.079,0.000,0.000,0.000,STATUS    ,20220120,222443,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S21X0953-3801  ,24246     ,20220120,232430,BBH16     ,TA        ,627.757,2022000085,1,20220102,0.000,0.000,2059.043,627.757,2059.043,0.000,0.000,0.000,STATUS    ,20220120,232430,M,            ,0,0,0,0,0,0,          ,
A  ,1091A08C41               ,N2217051-0008  ,24246     ,20220120,233640,BB465     ,TA        ,508.557,2021064600,4,20211202,0.000,0.000,1668.066,508.557,1668.066,0.000,0.000,0.000,STATUS    ,20220120,233640,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S21X1171-4203  ,24246     ,20220121,20333,BBR67     ,TA        ,2031.774,2022000396,1,20220104,0.000,0.000,6664.219,2031.774,6664.219,0.000,0.000,0.000,STATUS    ,20220121,20333,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S21X1171-4275  ,23096     ,20220121,214904,BBH99     ,TA        ,1247.040,2022001188,1,20220108,0.000,0.000,4090.290,1247.040,4090.290,0.000,0.000,0.000,STATUS    ,20220121,214904,M,            ,0,0,0,0,0,0,          ,
DN ,1091G07PA4               ,L57Z-0006      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DN ,1091G07PA4               ,L57Z-0007      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DN ,1091G07PA4               ,L57Z-0008      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DN ,1091G07PA4               ,L57Z-0009      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DN ,1091G07PA4               ,L57Z-0010      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DN ,1091G07PA4               ,L57Z-0023      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DN ,1091G07PA4               ,L57Z-0021      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DN ,1091G07PA4               ,L57Z-0022      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DN ,1091G07PA4               ,L57Z-0024      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DN ,1091G07PA4               ,L57Z-0025      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DN ,1091G07PA4               ,L57Z-0030      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DN ,1091G07PA4               ,L57Z-0029      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DN ,1091G07PA4               ,L57Z-0028      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DN ,1091G07PA4               ,L57Z-0027      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DN ,1091G07PA4               ,L57Z-0026      ,S3181     ,20201010,142619,          ,TB        ,500.000,2020024347,3,20201010,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20201010,142619,M,,0,0,0,0,0,0,,
DF ,1091A07T21               ,S2020365-9414  ,S8036     ,20200414,182348,BB601     ,TA        ,43.994,208-N40146,2,20200402,0.000,0.000,144.301,43.994,144.301,0.000,0.000,0.000,STATUS    ,20200414,182348,M,            ,0,0,0,0,0,0,          ,
DF ,1091A07T21               ,S2020365-9767  ,23202     ,20200414,183626,BB730     ,TA        ,50.430,208-N40041,1,20200401,0.000,0.000,165.412,50.430,165.412,0.000,0.000,0.000,STATUS    ,20200414,183626,M,            ,0,0,0,0,0,0,          ,
DF ,1091A07T21               ,S2020365-9464  ,24216     ,20200414,204319,BB745     ,TA        ,30.200,208-N40294,2,20200405,0.000,0.000,99.056,30.200,99.056,0.000,0.000,0.000,STATUS    ,20200414,204319,M,            ,0,0,0,0,0,0,          ,
DF ,1091A07T21               ,S2020365-9368  ,24216     ,20200414,214126,BB506     ,TA        ,27.091,208-N40193,3,20200403,0.000,0.000,88.857,27.091,88.857,0.000,0.000,0.000,STATUS    ,20200414,214126,M,            ,0,0,0,0,0,0,          ,
DF ,1091A07T21               ,S2020365-9593  ,24216     ,20200415,3934,BB713     ,TA        ,12.648,208-N31929,1,20200330,0.000,0.000,41.486,12.648,41.486,0.000,0.000,0.000,STATUS    ,20200415,3934,M,            ,0,0,0,0,0,0,          ,
DF ,1091A07T21               ,S2020365-9376  ,24414     ,20200415,44740,BBH78     ,TA        ,0.000,208-N32005,2,20200331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,STATUS    ,20200415,44740,M,            ,0,0,0,0,0,0,          ,
DF ,1091A07T21               ,S2020365-9502  ,24216     ,20200415,51034,BBH18     ,TA        ,3.200,208-N31683,2,20200326,0.000,0.000,10.497,3.200,10.497,0.000,0.000,0.000,STATUS    ,20200415,51034,M,            ,0,0,0,0,0,0,          ,
DF ,1091A07T21               ,S2020365-9378  ,24414     ,20200415,64847,BB713     ,TA        ,0.000,208-N32005,2,20200331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,STATUS    ,20200415,64847,M,            ,0,0,0,0,0,0,          ,
DF ,1091A07T21               ,S2020365-9479  ,24414     ,20200415,64930,BB511     ,TA        ,38.775,208-N40294,2,20200405,0.000,0.000,127.183,38.775,127.183,0.000,0.000,0.000,STATUS    ,20200415,64930,M,            ,0,0,0,0,0,0,          ,
DF ,1091A07T21               ,S2020365-9665  ,11342     ,20200415,84225,BB595     ,TA        ,27.648,208-N40348,2,20200406,0.000,0.000,90.686,27.648,90.686,0.000,0.000,0.000,STATUS    ,20200415,84225,M,            ,0,0,0,0,0,0,          ,
DF ,1091A07T21               ,S2020365-9380  ,S6120     ,20200415,100532,BBH99     ,TA        ,7.751,208-N32005,2,20200331,0.000,0.000,25.424,7.751,25.424,0.000,0.000,0.000,STATUS    ,20200415,100532,M,            ,0,0,0,0,0,0,          ,
DF ,1091A07T21               ,S2020365-9310  ,11342     ,20200415,125723,BB611     ,TA        ,45.217,208-N40193,3,20200403,0.000,0.000,148.311,45.217,148.311,0.000,0.000,0.000,STATUS    ,20200415,125723,M,            ,0,0,0,0,0,0,          ,
A  ,1091A08T41               ,S21Z0904-8348  ,26042     ,20220212,52947,BBU66     ,TA        ,2827.090,2022007034,2,20220210,0.000,0.000,9272.855,2827.090,9272.855,0.000,0.000,0.000,STATUS    ,20220212,52947,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S21Y0162-4842  ,25772     ,20220216,43006,BB745     ,TA        ,641.050,2022002742,1,20220115,0.000,0.000,2102.644,641.050,2102.644,0.000,0.000,0.000,STATUS    ,20220216,43006,M,            ,0,0,0,0,0,0,          ,
A  ,1091A08T41               ,S21Z0886-8118  ,24246     ,20220219,205301,BBU77     ,TA        ,2307.048,2022007622,5,20220213,0.000,0.000,7567.117,2307.048,7567.117,0.000,0.000,0.000,STATUS    ,20220219,205301,M,            ,0,0,0,0,0,0,          ,
A  ,1091A07T21               ,S21Y0851-6345  ,24246     ,20220219,212825,BBU93     ,TA        ,709.808,2022006278,4,20220207,0.000,0.000,2328.169,709.808,2328.169,0.000,0.000,0.000,STATUS    ,20220219,212825,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S2210128-0046  ,24246     ,20220224,233339,BBU14     ,TA        ,1729.374,2022008162,2,20220216,0.000,0.000,5672.347,1729.374,5672.347,0.000,0.000,0.000,STATUS    ,20220224,233339,M,            ,0,0,0,0,0,0,          ,
A  ,1091A07C21               ,R21B171-0004   ,23397     ,20220228,90504,BB567     ,TA        ,622.583,2022001266,1,20220109,0.000,0.000,2042.072,622.583,2042.072,0.000,0.000,0.000,STATUS    ,20220228,90504,M,            ,0,0,0,0,0,0,          ,
A  ,1091A08T41               ,S21Z0924-8653  ,24246     ,20220228,211012,BB233     ,TA        ,1273.602,2022008889,3,20220220,0.000,0.000,4177.415,1273.602,4177.415,0.000,0.000,0.000,STATUS    ,20220228,211012,M,            ,0,0,0,0,0,0,          ,
A  ,1091A08T41               ,S21Z0924-8661  ,24246     ,20220228,213003,BB229     ,TA        ,291.324,2022008837,5,20220219,0.000,0.000,955.542,291.324,955.542,0.000,0.000,0.000,STATUS    ,20220228,213003,M,            ,0,0,0,0,0,0,          ,
A  ,1091A08T41               ,S21Z0924-8595  ,24246     ,20220228,231007,BBU19     ,TA        ,2928.856,2022009904,3,20220225,0.000,0.000,9606.648,2928.856,9606.648,0.000,0.000,0.000,STATUS    ,20220228,231007,M,            ,0,0,0,0,0,0,          ,
A  ,1091A07C21               ,R21B291-0022   ,23096     ,20220301,231910,BB619     ,TA        ,578.710,2022001622,1,20220111,0.000,0.000,1898.169,578.710,1898.169,0.000,0.000,0.000,STATUS    ,20220301,231910,M,            ,0,0,0,0,0,0,          ,
A  ,1091A07T21               ,S21Y1132-6916  ,19186     ,20220302,53853,BBH61     ,TA        ,374.102,2022008837,3,20220219,0.000,0.000,1227.056,374.102,1227.056,0.000,0.000,0.000,STATUS    ,20220302,53853,M,            ,0,0,0,0,0,0,          ,
N  ,1091A08C41               ,N221A131-0004  ,25745     ,20220303,183125,          ,TA        ,3000.000,2022010874,2,20220303,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220303,183125,M,,0,0,0,0,0,0,,
N  ,1091A08C41               ,N221A131-0005  ,25745     ,20220303,183125,          ,TA        ,3000.000,2022010874,2,20220303,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220303,183125,M,,0,0,0,0,0,0,,
N  ,1091A08C41               ,N221A131-0006  ,25745     ,20220303,183125,          ,TA        ,3000.000,2022010874,2,20220303,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220303,183125,M,,0,0,0,0,0,0,,
N  ,1091A08C41               ,N221A131-0012  ,25745     ,20220303,183125,          ,TA        ,3000.000,2022010874,2,20220303,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220303,183125,M,,0,0,0,0,0,0,,
N  ,1091A08C41               ,N221A131-0011  ,25745     ,20220303,183125,          ,TA        ,3000.000,2022010874,2,20220303,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220303,183125,M,,0,0,0,0,0,0,,
N  ,1091A08C41               ,N221A131-0010  ,25745     ,20220303,183125,          ,TA        ,3000.000,2022010874,2,20220303,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220303,183125,M,,0,0,0,0,0,0,,
N  ,1091A08C41               ,N221A131-0009  ,25745     ,20220303,183125,          ,TA        ,3000.000,2022010874,2,20220303,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220303,183125,M,,0,0,0,0,0,0,,
N  ,1091A08C41               ,N221A131-0008  ,25745     ,20220303,183125,          ,TA        ,3000.000,2022010874,2,20220303,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220303,183125,M,,0,0,0,0,0,0,,
N  ,1091A08C41               ,N221A131-0007  ,25745     ,20220303,183125,          ,TA        ,3000.000,2022010874,2,20220303,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220303,183125,M,,0,0,0,0,0,0,,
A  ,1091A06T21               ,S2210128-0066  ,24246     ,20220307,32158,BBH40     ,TA        ,394.062,2022007972,2,20220215,0.000,0.000,1292.523,394.062,1292.523,0.000,0.000,0.000,STATUS    ,20220307,32158,M,            ,0,0,0,0,0,0,          ,
A  ,1091A08T41               ,S21Z0945-8821  ,23397     ,20220307,134701,BBU77     ,TA        ,2316.694,2022011077,4,20220304,0.000,0.000,7598.757,2316.694,7598.757,0.000,0.000,0.000,STATUS    ,20220307,134701,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06C21               ,R21A133-0035   ,19186     ,20220308,14409,BB548     ,TA        ,75.146,2021069733,1,20211229,0.000,0.000,246.477,75.146,246.477,0.000,0.000,0.000,STATUS    ,20220308,14409,M,            ,0,0,0,0,0,0,          ,
N  ,1091A06C41               ,N2222141-0016  ,13398     ,20220308,132927,          ,TA        ,3000.000,2022011754,3,20220308,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220308,132927,M,,0,0,0,0,0,0,,
A  ,1091A07T21               ,S21Z0906-8537  ,24246     ,20220312,34222,BBU20     ,TA        ,757.541,2022010464,2,20220301,0.000,0.000,2484.735,757.541,2484.735,0.000,0.000,0.000,STATUS    ,20220312,34222,M,            ,0,0,0,0,0,0,          ,
N  ,1091A08T21               ,S21Z0301-7647  ,25756     ,20220315,182824,          ,TA        ,3000.000,2022013333,4,20220315,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220315,182824,M,,0,0,0,0,0,0,,
N  ,1091A08T21               ,S21Z0301-7646  ,25756     ,20220315,182824,          ,TA        ,3000.000,2022013333,4,20220315,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220315,182824,M,,0,0,0,0,0,0,,
A  ,1091A07T21               ,S2210669-1021  ,21524     ,20220317,114858,BB610     ,TA        ,1279.845,2022011753,3,20220308,0.000,0.000,4197.892,1279.845,4197.892,0.000,0.000,0.000,STATUS    ,20220317,114858,M,            ,0,0,0,0,0,0,          ,
N  ,1091A08T21               ,S21Z0909-8545  ,22179     ,20220317,141431,          ,TB        ,3000.000,2022013765,4,20220317,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220317,141431,M,,0,0,0,0,0,0,,
N  ,1091A08T21               ,S21Z0909-8551  ,22179     ,20220317,141431,          ,TB        ,3000.000,2022013765,4,20220317,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220317,141431,M,,0,0,0,0,0,0,,
N  ,1091A09C21               ,R223142-0006   ,25745     ,20220323,170418,          ,TB        ,3000.000,2022015182,4,20220323,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220323,170418,M,,0,0,0,0,0,0,,
N  ,1091A09C21               ,R223142-0012   ,25745     ,20220323,170418,          ,TB        ,3000.000,2022015182,4,20220323,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220323,170418,M,,0,0,0,0,0,0,,
N  ,1091A09C21               ,R223142-0011   ,25745     ,20220323,170418,          ,TB        ,3000.000,2022015182,4,20220323,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220323,170418,M,,0,0,0,0,0,0,,
N  ,1091A09C21               ,R223142-0010   ,25745     ,20220323,170418,          ,TB        ,3000.000,2022015182,4,20220323,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220323,170418,M,,0,0,0,0,0,0,,
N  ,1091A09C21               ,R223142-0009   ,25745     ,20220323,170418,          ,TB        ,3000.000,2022015182,4,20220323,0.000,0.000,9840.000,0.000,0.000,0.000,3000.000,9840.000,ADD       ,20220323,170418,M,,0,0,0,0,0,0,,
N  ,1091P10TP1               ,S2191034-1693  ,25745     ,20220323,185832,          ,TB        ,1000.000,2022015334,1,20220323,0.000,0.000,3280.000,0.000,0.000,0.000,1000.000,3280.000,ADD       ,20220323,185832,M,,0,0,0,0,0,0,,
N  ,1091P10TP1               ,S2191034-1691  ,25745     ,20220323,185926,          ,TB        ,1000.000,2022015333,1,20220323,0.000,0.000,3280.000,0.000,0.000,0.000,1000.000,3280.000,ADD       ,20220323,185926,M,,0,0,0,0,0,0,,
N  ,1091P10TP1               ,S2191034-1694  ,25745     ,20220323,185926,          ,TB        ,1000.000,2022015333,1,20220323,0.000,0.000,3280.000,0.000,0.000,0.000,1000.000,3280.000,ADD       ,20220323,185926,M,,0,0,0,0,0,0,,
N  ,1091P10TP1               ,S2191034-1697  ,25745     ,20220323,185926,          ,TB        ,1000.000,2022015333,1,20220323,0.000,0.000,3280.000,0.000,0.000,0.000,1000.000,3280.000,ADD       ,20220323,185926,M,,0,0,0,0,0,0,,
